Key,Year,Source,Subtype ID
Wa08_4737,2009,Water,553
CCMB_1537,2016,Chicken,554
CHRB_1325,2008,Human,555
CHRB_1732,2008,Human,556
CHRB_1698,2008,Human,557
LH18_MS2816,2018,Human,558
CCMB_1796,2017,Chicken,559
CHRB_2785,2009,Human,560
CHRB_672,2008,Human,561
Wa11_806,2011,Water,562
CCMA_770,2016,Chicken,563
CCMC_2155,2016,Chicken,564
CCMB_338,2016,Chicken,565
CCMB_8,2016,Chicken,566
CCMA_1215,2016,Chicken,567
CCMA_802,2016,Chicken,568
CCMB_1802,2017,Chicken,569
CCMB_619,2016,Chicken,570
LH04_S1312,2004,Human,571
Ab_13232,2005,Cattle,572
CHRB_1149,2008,Human,573
CHRB_1089,2008,Human,574
Wa11_688,2011,Water,575
LH07_MS1997,2007,Human,576
CHRB_1002,2008,Human,577
CHRB_985,2008,Human,578
Wa11_1462,2011,Water,579
LH13_MS1143,2013,Human,580
LH13_MS879,2013,Human,580
LH06_MS389,2006,Human,581
Wa08_4322,2009,Water,582
AMR_2960,2009,Cattle,583
AMR_2982,2009,Cattle,584
CHRB_1511,2008,Human,585
CHRB_654,2008,Human,585
CHRB_1512,2008,Human,586
CHRA_200,2007,Human,587
LH04_S3286,2004,Human,588
CHRA_297,2007,Human,589
CHRA_340,2007,Human,590
CHRA_315,2007,Human,591
LH05_S1805,2005,Human,592
LH05_S1300,2005,Human,593
LH04_S1452,2004,Human,594
LH05_S2047,2005,Human,595
CCMC_354,2016,Cattle,596
CHRB_1639,2008,Human,597
Ab_12728,2005,Cattle,598
Ab_12745,2005,Cattle,599
CHRB_1482,2008,Human,600
Ab_15312,2005,Cattle,601
CCMA_2075,2017,Chicken,602
CCMB_2004,2017,Chicken,603
CCMA_2030,2017,Chicken,604
CCMA_2083,2017,Chicken,605
LH04_S2358,2004,Human,606
CHRA_240,2007,Human,607
CHRA_290,2007,Human,607
CHRA_298,2007,Human,607
CHRA_299,2007,Human,607
CHRA_50,2007,Human,607
CHRA_51,2007,Human,607
CHRA_62,2007,Human,607
CHRA_63,2007,Human,607
CHRA_65,2007,Human,607
CHRA_99,2007,Human,607
CHRB_1119,2008,Human,607
CHRB_1126,2008,Human,607
CHRB_1128,2008,Human,607
CHRB_1129,2008,Human,607
CHRB_1130,2008,Human,607
CHRB_1821,2008,Human,607
CHRB_1833,2008,Human,607
CHRB_1876,2008,Human,607
CHRB_1937,2008,Human,607
CHRB_3211,2009,Human,607
CHRB_3236,2009,Human,607
CHRB_662,2008,Human,607
CHRB_717,2008,Human,607
CHRB_719,2008,Human,607
LH05_S526,2005,Human,607
LH06_MS1910,2006,Human,607
LH11_MS2105,2011,Human,607
LH05_S47,2005,Human,607
LH06_MS1393,2006,Human,607
CHRB_1874,2008,Human,607
CHRB_3210,2009,Human,607
CHRB_1883,2008,Human,607
LH10_MS1585,2010,Human,607
AMR_4794,2009,Cattle,607
AMR_5878,2009,Cattle,607
AMR_5890,2009,Cattle,607
AMR_7698,2009,Cattle,607
AMR_8235,2009,Cattle,607
CCMC_1259,2016,Cattle,607
CCMC_1261,2016,Cattle,607
CCMC_1264,2016,Cattle,607
CCMC_321,2016,Cattle,607
CCMC_539,2016,Cattle,607
CCMC_6048,2017,Cattle,607
CCMC_6449,2017,Cattle,607
CCMC_6498,2017,Cattle,607
CHRA_100,2007,Human,607
CHRA_102,2007,Human,607
CHRA_103,2007,Human,607
CHRA_120,2007,Human,607
CHRA_121,2007,Human,607
CHRA_123,2007,Human,607
CHRA_129,2007,Human,607
CHRA_132,2007,Human,607
CHRA_143,2007,Human,607
CHRA_144,2007,Human,607
CHRA_160,2007,Human,607
CHRA_161,2007,Human,607
CHRA_165,2007,Human,607
CHRA_169,2007,Human,607
CHRA_171,2007,Human,607
CHRA_172,2007,Human,607
CHRA_176B,2007,Human,607
CHRA_238,2007,Human,607
CHRA_239,2007,Human,607
CHRA_246,2007,Human,607
CHRA_247,2007,Human,607
CHRA_248,2007,Human,607
CHRA_25,2007,Human,607
CHRA_254,2007,Human,607
CHRA_273,2007,Human,607
CHRA_274,2007,Human,607
CHRA_280,2007,Human,607
CHRA_285,2007,Human,607
CHRA_287,2007,Human,607
CHRA_293,2007,Human,607
CHRA_305,2007,Human,607
CHRA_306,2007,Human,607
CHRA_309,2007,Human,607
CHRA_310,2007,Human,607
CHRA_311,2007,Human,607
CHRA_316,2007,Human,607
CHRA_318,2007,Human,607
CHRA_324,2007,Human,607
CHRA_337,2007,Human,607
CHRA_338,2007,Human,607
CHRA_339,2007,Human,607
CHRA_37,2007,Human,607
CHRA_40,2007,Human,607
CHRA_49,2007,Human,607
CHRA_79,2007,Human,607
CHRA_96,2007,Human,607
CHRB_1131,2008,Human,607
CHRB_1823,2008,Human,607
CHRB_1834,2008,Human,607
CHRB_1885,2008,Human,607
CHRB_1942,2008,Human,607
CHRB_2070,2008,Human,607
CHRB_2103,2008,Human,607
CHRB_2338,2008,Human,607
CHRB_3292,2009,Human,607
CHRB_655,2008,Human,607
CHRB_663,2008,Human,607
CHRB_664,2008,Human,607
CHRB_714,2008,Human,607
CHRB_715,2008,Human,607
CHRB_716,2008,Human,607
CHRB_718,2008,Human,607
LH05_S1600,2005,Human,607
LH05_S2501,2005,Human,607
LH06_MS1077,2006,Human,607
LH06_MS1315,2006,Human,607
LH06_MS1633,2006,Human,607
LH06_MS1797,2006,Human,607
LH06_MS1799,2006,Human,607
LH06_MS1892,2006,Human,607
LH06_MS2166,2006,Human,607
LH06_MS2254,2006,Human,607
LH06_MS303,2006,Human,607
LH06_MS4593,2006,Human,607
LH06_MS850,2006,Human,607
LH07_MS2376,2007,Human,607
LH07_MS387,2007,Human,607
LH07_MS592,2007,Human,607
LH07_MS879,2007,Human,607
LH08_MS2176,2008,Human,607
LH08_MS3005,2008,Human,607
LH08_MS3081,2008,Human,607
LH08_MS3579,2008,Human,607
LH09_MS2132,2009,Human,607
LH09_MS2318,2009,Human,607
LH09_MS2326,2009,Human,607
LH09_MS2384,2009,Human,607
LH09_MS2443,2009,Human,607
LH09_MS2466,2009,Human,607
LH09_MS3228,2009,Human,607
LH10_MS1223,2010,Human,607
LH10_MS1667,2010,Human,607
LH10_MS1838,2010,Human,607
LH10_MS2187,2010,Human,607
LH10_MS3684,2010,Human,607
LH10_MS397,2010,Human,607
LH11_MS1637,2011,Human,607
LH11_MS2039,2011,Human,607
LH11_MS2862,2011,Human,607
LH12_MS1559,2012,Human,607
LH12_MS1825,2012,Human,607
LH12_MS2179,2012,Human,607
LH12_MS2806,2012,Human,607
LH12_MS2970,2012,Human,607
LH12_MS3046,2012,Human,607
LH12_MS31,2012,Human,607
LH12_MS390,2012,Human,607
LH13_MS1091,2013,Human,607
LH13_MS2593,2013,Human,607
LH14_MS1664,2014,Human,607
LH14_MS2113,2014,Human,607
LH14_MS2408,2014,Human,607
LH14_MS3197,2014,Human,607
LH15_MS1755,2015,Human,607
LH15_MS1872,2015,Human,607
LH15_MS2258,2015,Human,607
LH15_MS2301,2015,Human,607
LH15_MS3112,2015,Human,607
LH16_MS1865,2016,Human,607
LH16_MS2596,2016,Human,607
LH16_MS3411,2016,Human,607
LH17_MB9018,2017,Human,607
LH17_MS1204,2017,Human,607
LH17_MS1468,2017,Human,607
LH17_MS1603,2017,Human,607
LH17_MS1654,2017,Human,607
LH17_MS1767,2017,Human,607
LH17_MS1982,2017,Human,607
LH17_MS213,2017,Human,607
LH17_MS2621,2017,Human,607
LH17_MS3125,2017,Human,607
LH17_MS3547,2017,Human,607
LH17_MS3567,2017,Human,607
LH17_MS3646,2017,Human,607
LH18_MS1020,2018,Human,607
LH18_MS1117,2018,Human,607
LH18_MS2219-1,2018,Human,607
LH18_MS2279,2018,Human,607
LH18_MS2637,2018,Human,607
LH18_MS2647,2018,Human,607
LH18_MS2728-2,2018,Human,607
LH18_MS2997,2018,Human,607
LH18_MS3040,2018,Human,607
LH18_MS3111,2018,Human,607
LH18_MS3131,2018,Human,607
LH18_MS3276,2018,Human,607
LH18_MS5,2018,Human,607
LH18_MS830,2018,Human,607
LH10_MS1576,2010,Human,607
CCMC_184,2016,Cattle,607
CHRA_296,2007,Human,607
LH09_MS2121,2009,Human,607
LH05_S1301,2005,Human,607
LH06_MS594,2006,Human,607
LH06_MS833,2006,Human,607
LH06_MS95,2006,Human,607
CHRB_1440,2008,Human,607
CHRB_1443,2008,Human,607
CHRB_1444,2008,Human,607
CHRB_1446,2008,Human,607
CHRB_1827,2008,Human,607
CHRA_128,2007,Human,607
CHRA_259,2007,Human,607
CHRA_167,2007,Human,607
CHRA_257,2007,Human,607
LH07_MS2746,2007,Human,607
LH08_MS2098,2008,Human,607
LH10_MS468,2010,Human,607
AMR_5880,2009,Cattle,608
CCMC_1202,2016,Chicken,608
CHRA_314,2007,Human,609
LH09_MS3684,2009,Human,609
LH05_S1443,2005,Human,610
LH05_S1559,2005,Human,610
LH05_S1676,2005,Human,610
LH05_S2345,2005,Human,610
LH05_S2457,2005,Human,610
LH06_MS1047,2006,Human,610
LH06_MS72,2006,Human,610
LH06_MS1508,2006,Human,610
LH06_MS1027,2006,Human,611
CCMC_338,2016,Cattle,612
LH04_S1038,2004,Human,613
LH04_S1953,2004,Human,613
LH04_S2206,2004,Human,613
LH04_S2212,2004,Human,613
LH04_S2237,2004,Human,613
LH04_S1027,2004,Human,614
LH04_S1207,2004,Human,614
LH04_S1632,2004,Human,614
LH09_MS953,2009,Human,614
LH13_MS245,2013,Human,614
AMR_298,2008,Cattle,614
AMR_553,2008,Cattle,614
LH16_MS2827,2016,Human,615
CHRB_2008,2008,Human,616
CHRB_1439,2008,Human,617
CHRB_1442,2008,Human,617
CHRB_1432,2008,Human,617
CHRB_1145,2008,Human,618
CHRB_657,2008,Human,618
LH07_MS199,2007,Human,619
LH07_MS21,2007,Human,619
LH10_MS2733,2010,Human,619
LH06_MS2320,2006,Human,619
LH06_MS2368,2006,Human,619
LH06_MS2629,2006,Human,619
CCMB_1811,2017,Chicken,620
LH06_MS1005,2006,Human,621
CHRB_1829,2008,Human,622
CHRB_1875,2008,Human,622
CHRB_1877,2008,Human,622
CHRB_1884,2008,Human,623
LH15_MS2673,2015,Human,624
LH13_MS3657,2013,Human,625
CHRB_1120,2008,Human,626
CHRB_2009,2008,Human,626
CHRB_1830,2008,Human,626
CHRB_3232,2009,Human,627
CHRB_3247,2009,Human,627
LH10_MS1338,2010,Human,627
CHRB_2349,2008,Human,628
LH10_MS2367,2010,Human,628
CHRB_1819,2008,Human,629
CHRB_1146,2008,Human,630
LH12_MS1941,2012,Human,630
LH05_S3151,2005,Human,631
LH11_MS2886,2011,Human,632
LH11_MS3003,2011,Human,632
LH05_S939,2005,Human,633
CHRB_1886,2008,Human,634
CHRB_1887,2008,Human,634
CHRB_1889,2008,Human,634
CHRB_1890,2008,Human,634
CHRB_3273,2009,Human,634
CHRB_1888,2008,Human,634
CHRA_30,2007,Human,635
LH06_MS92,2006,Human,635
LH04_S2455A,2004,Human,636
LH04_S2455B,2004,Human,636
LH04_S2740,2004,Human,636
LH04_S2284,2004,Human,636
LH04_S2457,2004,Human,636
LH08_MS1780,2008,Human,637
CHRB_851,2008,Human,638
CHRB_882,2008,Human,639
CHRB_850,2008,Human,640
CCMB_11,2016,Chicken,641
LH18_MS1275,2018,Human,641
CCMC_6685,2017,Cattle,642
CCMC_6686,2017,Cattle,642
CCMC_6687,2017,Cattle,642
CCMC_6688,2017,Cattle,642
CCMC_6689,2017,Cattle,642
CCMC_1276,2016,Cattle,643
CCMC_1277,2016,Cattle,643
CCMC_1278,2016,Cattle,643
CCMC_1279,2016,Cattle,643
CCMC_1281,2016,Cattle,643
CCMC_1282,2016,Cattle,643
CCMC_1283,2016,Cattle,643
CCMC_1285,2016,Cattle,643
CCMC_1286,2016,Cattle,643
CCMC_416,2016,Cattle,643
CCMC_530,2016,Cattle,643
CCMA_1003,2016,Chicken,643
LH11_MS3915,2011,Human,643
LH14_MS1994,2014,Human,643
LH16_MS3380,2016,Human,643
LH16_MS7459,2016,Human,643
LH17_MS2521,2017,Human,643
LH17_MS3032,2017,Human,643
CCMC_1288,2016,Cattle,643
LH18_MS492,2018,Human,643
LH14_MS101,2014,Human,643
LH14_MS2981,2014,Human,643
LH10_MS41,2010,Human,643
LH12_MS2795,2012,Human,643
LH18_MS1282,2018,Human,643
LH13_MS688,2013,Human,644
LH04_S2101,2004,Human,645
LH13_MS1683,2013,Human,646
LH18_MS453,2018,Human,647
LH18_MS517,2018,Human,648
CCMC_1210,2016,Chicken,649
CCMC_1225,2016,Chicken,649
CCMB_19,2016,Chicken,650
AMR_3058,2009,Cattle,651
AMR_3063,2009,Cattle,651
AMR_6251,2009,Cattle,651
CCMC_139,2016,Cattle,651
CCMC_142,2016,Cattle,651
CCMC_145,2016,Cattle,651
CCMC_153,2016,Cattle,651
CCMC_158,2016,Cattle,651
CCMC_277,2016,Cattle,651
CCMC_300,2016,Cattle,651
CCMC_331,2016,Cattle,651
CCMC_6309,2017,Cattle,651
CCMC_6318,2017,Cattle,651
CCMC_6320,2017,Cattle,651
CCMC_6329,2017,Cattle,651
CCMC_6419,2017,Cattle,651
CCMC_7222,2017,Cattle,651
CCMC_7231,2017,Cattle,651
CCMC_8777,2017,Chicken,651
CHRB_611,2008,Human,651
CHRB_659,2008,Human,651
LH08_MS1683,2008,Human,651
LH12_MS2363,2012,Human,651
LH16_MS3016,2016,Human,651
LH16_MS3020,2016,Human,651
CCMA_1218,2016,Chicken,651
CCMC_5894,2017,Chicken,651
CHRB_570,2008,Human,651
CHRB_572,2008,Human,651
CHRB_573,2008,Human,651
CHRB_574,2008,Human,651
CHRB_583,2008,Human,651
CHRB_589,2008,Human,651
CHRB_602,2008,Human,651
CHRB_650,2008,Human,651
CHRB_660,2008,Human,651
CCMC_143,2016,Cattle,652
CCMC_149,2016,Cattle,652
CCMC_6482,2017,Cattle,652
CCMC_7239,2017,Cattle,652
CHRB_571,2008,Human,652
CHRB_608,2008,Human,652
CCMC_146,2016,Cattle,652
CCMC_6616,2017,Cattle,653
CCMC_6715,2017,Cattle,653
CCMC_6818,2017,Cattle,653
CCMC_6602,2017,Cattle,653
CCMC_6667,2017,Cattle,653
CCMC_6730,2017,Cattle,653
CHRB_1740,2008,Human,654
AMR_2238,2008,Cattle,655
AMR_2251,2008,Cattle,655
AMR_2264,2008,Cattle,655
AMR_299,2008,Cattle,655
AMR_3052,2009,Cattle,655
AMR_518,2008,Cattle,655
AMR_653,2008,Cattle,655
AMR_7312,2009,Cattle,655
AMR_7952,2009,Cattle,655
AMR_802,2008,Cattle,655
AMR_8058,2009,Cattle,655
AMR_8449,2009,Cattle,655
AMR_947,2008,Cattle,655
AMR_97,2008,Cattle,655
CCMC_6213,2017,Cattle,655
CCMC_6392,2017,Cattle,655
CCMC_6504,2017,Cattle,655
CCMC_6533,2017,Cattle,655
Cry_140,2009,Cattle,655
CHRA_146,2007,Human,655
CHRA_147,2007,Human,655
CHRA_148,2007,Human,655
CHRA_279,2007,Human,655
CHRA_284,2007,Human,655
CHRA_295,2007,Human,655
CHRA_303,2007,Human,655
CHRA_307,2007,Human,655
LH05_S2424,2005,Human,655
LH06_MS2149,2006,Human,655
LH07_MS1551,2007,Human,655
LH12_MS2535,2012,Human,655
LH13_MS2920,2013,Human,655
LH15_MS3347,2015,Human,655
LH16_MS1455,2016,Human,655
LH16_MS862,2016,Human,655
LH17_MS2894,2017,Human,655
LH13_MS2483,2013,Human,655
LH15_MS1014,2015,Human,655
CHRA_278,2007,Human,655
CHRB_1684,2008,Human,655
CHRB_1720,2008,Human,655
LH14_MS557,2014,Human,655
AMR_2407,2008,Cattle,655
AMR_57,2008,Cattle,655
LH06_MS57,2006,Human,655
LH11_MS1768,2011,Human,656
LH18_MS1316,2018,Human,656
LH18_MS1881-1,2018,Human,656
AMR_3044,2009,Cattle,657
LH13_MS1171,2013,Human,657
AMR_4526,2009,Cattle,657
LH11_MS2088,2011,Human,658
LH18_MS485,2018,Human,658
LH18_MS920,2018,Human,658
CCMC_6167,2017,Cattle,658
LH18_MS493,2018,Human,658
AMR_2099,2008,Cattle,659
AMR_2205,2008,Cattle,659
AMR_3396,2009,Cattle,660
CHRB_1739,2008,Human,661
LH04_S1730,2004,Human,662
LH04_S1772,2004,Human,662
LH05_S2489,2005,Human,663
CHRB_1685,2008,Human,664
CHRB_1751,2008,Human,664
LH06_MS42,2006,Human,665
LH10_MS3104,2010,Human,666
LH08_MS1246,2008,Human,667
LH17_MS2306,2017,Human,667
LH16_MS3570,2016,Human,668
CHRA_229,2007,Human,669
LH08_MS3763,2008,Human,670
LH09_MS3763,2009,Human,671
LH10_MS1221,2010,Human,671
CHRB_1389,2008,Human,672
CHRB_1395,2008,Human,672
CHSK_104,2010,Chicken,672
CHSK_105,2010,Chicken,672
CHSK_107,2010,Chicken,672
CHSK_111,2010,Chicken,672
CHSK_120,2010,Chicken,672
CHSK_121,2010,Chicken,672
CHSK_122,2010,Chicken,672
CHSK_123,2010,Chicken,672
CHSK_139,2010,Chicken,672
CHSK_143,2010,Chicken,672
CHSK_154,2010,Chicken,672
CHSK_163,2010,Chicken,672
CHSK_165,2010,Chicken,672
CHSK_169,2010,Chicken,672
CHSK_171,2010,Chicken,672
CHSK_182,2010,Chicken,672
CHSK_184,2010,Chicken,672
CHSK_188,2010,Chicken,672
CHSK_193,2010,Chicken,672
CHSK_60,2010,Chicken,672
CHSK_63,2010,Chicken,672
CHSK_70,2010,Chicken,672
CHSK_82,2010,Chicken,672
CHSK_83,2010,Chicken,672
CHSK_84,2010,Chicken,672
CHSK_85,2010,Chicken,672
CHSK_87,2010,Chicken,672
CHSK_89,2010,Chicken,672
CHSK_98,2010,Chicken,672
CHRA_153,2007,Human,672
CHRA_175,2007,Human,672
CHRB_1385,2008,Human,672
CHRB_1387,2008,Human,672
CHRB_2426,2008,Human,672
CHRB_2442,2008,Human,672
CHRB_2443,2008,Human,672
LH06_MS2585,2006,Human,672
LH08_MS2465,2008,Human,672
LH07_MS3398,2007,Human,672
CHRB_1393,2008,Human,672
CHRA_178,2007,Human,672
CHRB_1384,2008,Human,672
CHRB_1386,2008,Human,672
CHRB_1388,2008,Human,672
CHRB_1392,2008,Human,672
CHRB_2408,2008,Human,672
CHRB_2412,2008,Human,672
CHRB_2430,2008,Human,672
CHRB_2431,2008,Human,672
LHLRC#2,.,Human,672
CHRB_1383,2008,Human,672
CHSK_62,2010,Chicken,673
CHRB_2490,2008,Human,673
CHSK_72,2010,Chicken,674
CHSK_80,2010,Chicken,674
LH10_MS2125,2010,Human,674
CHSK_73,2010,Chicken,674
CHSK_174,2010,Chicken,675
CHRB_1381,2008,Human,675
CHRB_1382,2008,Human,676
CHRB_1394,2008,Human,676
CHRB_2425,2008,Human,677
CHSK_109,2010,Chicken,678
CHSK_114,2010,Chicken,678
CHSK_115,2010,Chicken,678
CHSK_215,2010,Chicken,678
CHSK_78,2010,Chicken,678
CHSK_90,2010,Chicken,678
CHSK_94,2010,Chicken,678
LH08_MS899,2008,Human,678
CHSK_127,2010,Chicken,678
LH12_MS2573,2012,Human,678
LH13_MS1495,2013,Human,678
CHSK_102,2010,Chicken,678
CHSK_103,2010,Chicken,678
CHSK_108,2010,Chicken,678
CHSK_124,2010,Chicken,678
CHSK_129,2010,Chicken,678
CHSK_135,2010,Chicken,678
CHSK_147,2010,Chicken,678
CHSK_148,2010,Chicken,678
CHSK_156,2010,Chicken,678
CHSK_162,2010,Chicken,678
CHSK_167,2010,Chicken,678
CHSK_18,2010,Chicken,678
CHSK_20,2010,Chicken,678
CHSK_201,2010,Chicken,678
CHSK_207,2010,Chicken,678
CHSK_209,2010,Chicken,678
CHSK_212,2010,Chicken,678
CHSK_213,2010,Chicken,678
CHSK_216,2010,Chicken,678
CHSK_217,2010,Chicken,678
CHSK_220,2010,Chicken,678
CHSK_221,2010,Chicken,678
CHSK_223,2010,Chicken,678
CHSK_225,2010,Chicken,678
CHSK_226,2010,Chicken,678
CHSK_230,2010,Chicken,678
CHSK_233,2010,Chicken,678
CHSK_61,2010,Chicken,678
CHSK_64,2010,Chicken,678
CHSK_75,2010,Chicken,678
CHSK_81,2010,Chicken,678
CHSK_88,2010,Chicken,678
CHSK_95,2010,Chicken,678
CHRA_228,2007,Human,678
CHRA_230,2007,Human,678
CHRA_231,2007,Human,678
CHRA_233,2007,Human,678
CHRB_889,2008,Human,678
LH06_MS1594,2006,Human,678
LH06_MS1714,2006,Human,678
LH06_MS1859,2006,Human,678
LH07_MS721,2007,Human,678
LH10_MS1596,2010,Human,678
LH10_MS2650,2010,Human,678
LH10_MS2726,2010,Human,678
LH11_MS3855,2011,Human,678
LH12_MS1218,2012,Human,678
LH12_MS2552,2012,Human,678
LH12_MS781,2012,Human,678
LH15_MS1182,2015,Human,678
LH15_MS3237,2015,Human,678
LH15_MS3403,2015,Human,678
LH15_MS3789,2015,Human,678
LH16_MS1927,2016,Human,678
LH16_MS1974,2016,Human,678
LH16_MS2749,2016,Human,678
LH17_MS117,2017,Human,678
LH18_MS2715,2018,Human,678
CHSK_211,2010,Chicken,678
CHSK_214,2010,Chicken,678
CHRB_2893,2009,Human,678
CHRB_2892,2009,Human,678
CHRB_887,2008,Human,678
CHRB_888,2008,Human,678
LH09_MS608,2009,Human,678
LH10_MS2105,2010,Human,678
LH06_MS181,2006,Human,678
CHRB_2899,2009,Human,678
CHSK_202,2010,Chicken,679
CHSK_208,2010,Chicken,679
CHSK_175,2010,Chicken,679
LH15_MS1631,2015,Human,680
LH15_MS3045,2015,Human,680
CHSK_146,2010,Chicken,680
CHRB_2917,2009,Human,681
LH06_MS421,2006,Human,681
CHRB_2885,2009,Human,682
LH10_MS939,2010,Human,682
LH15_MS2922,2015,Human,683
LH07_MS678,2007,Human,684
CHRB_2901,2009,Human,685
LH12_MS3335,2012,Human,686
LH16_MS2048,2016,Human,686
LH18_MS1842,2018,Human,686
LH10_MS1587,2010,Human,687
LH10_MS1594,2010,Human,687
Cry_265,2009,Cattle,688
CHSK_191,2010,Chicken,689
CHSK_47,2010,Chicken,689
CHSK_152,2010,Chicken,690
CHSK_222,2010,Chicken,691
CHSK_210,2010,Chicken,692
CHRB_865,2008,Human,692
CHSK_166,2010,Chicken,693
LH15_MS2125,2015,Human,694
LH15_MS2140,2015,Human,694
LH16_MS1909,2016,Human,694
CHRA_55,2007,Human,695
LH04_S1425,2004,Human,696
LH15_MS1955,2015,Human,697
CHRB_3302,2009,Human,698
LH13_MS1452,2013,Human,699
CCMB_1661,2017,Chicken,700
CCMB_1663,2017,Chicken,700
CHRB_609,2008,Human,701
CHRB_720,2008,Human,702
CHRB_1376,2008,Human,703
CHRB_2386,2008,Human,704
CHRB_2389,2008,Human,705
AMR_1169,2008,Cattle,706
Cry_92,2009,Cattle,706
AMR_6207,2009,Cattle,706
AMR_3994,2009,Cattle,707
Cry_532,2009,Cattle,707
Ab_13306,2005,Cattle,707
CCMC_674,2016,Chicken,707
CHSK_219,2010,Chicken,707
Ab_13081,2005,Cattle,707
AMR_2936,2009,Cattle,708
AMR_4510,2009,Cattle,708
Ab_13600,2005,Cattle,709
AMR_10085,2010,Cattle,709
AMR_10120,2010,Cattle,709
AMR_1198,2008,Cattle,709
AMR_499,2008,Cattle,709
AMR_8986,2010,Cattle,709
CHRA_269,2007,Human,709
CHRA_271,2007,Human,709
CHRA_272,2007,Human,709
CHRA_276,2007,Human,709
CHRA_281,2007,Human,709
CHRA_282,2007,Human,709
CHRA_283,2007,Human,709
CHRA_286,2007,Human,709
CHRA_288,2007,Human,709
CHRA_289,2007,Human,709
CHRA_292,2007,Human,709
CHRA_294,2007,Human,709
CHRA_301,2007,Human,709
CHRB_2652,2009,Human,709
CHRB_3448,2009,Human,709
CHRB_3455,2009,Human,709
LH09_MS2015,2009,Human,709
LH09_MS2192,2009,Human,709
LH09_MS677,2009,Human,709
LH09_MS699,2009,Human,709
Wa11_1578,2011,Water,709
Wa11_1579,2011,Water,709
Wa11_1584,2011,Water,709
Wa11_1585,2011,Water,709
Ab_12761,2005,Cattle,709
Ab_12762,2005,Cattle,709
Ab_12828,2005,Cattle,709
Ab_12829,2005,Cattle,709
Ab_12830,2005,Cattle,709
Ab_12945,2005,Cattle,709
Ab_12946,2005,Cattle,709
Ab_12965,2005,Cattle,709
Ab_12966,2005,Cattle,709
Ab_12967,2005,Cattle,709
Ab_12968,2005,Cattle,709
Ab_12970,2005,Cattle,709
Ab_12971,2005,Cattle,709
Ab_12979,2005,Cattle,709
Ab_12981,2005,Cattle,709
Ab_12982,2005,Cattle,709
Ab_12983,2005,Cattle,709
Ab_12984,2005,Cattle,709
Ab_12987,2005,Cattle,709
Ab_12991,2005,Cattle,709
Ab_13006,2005,Cattle,709
Ab_13007,2005,Cattle,709
Ab_13010,2005,Cattle,709
Ab_13011,2005,Cattle,709
Ab_13048,2005,Cattle,709
Ab_13053,2005,Cattle,709
Ab_13091,2005,Cattle,709
Ab_13097,2005,Cattle,709
Ab_13098,2005,Cattle,709
Ab_13308,2005,Cattle,709
Ab_13313,2005,Cattle,709
Ab_13360,2005,Cattle,709
Ab_13389,2005,Cattle,709
Ab_13390,2005,Cattle,709
Ab_13645,2005,Cattle,709
Ab_13911,2005,Cattle,709
AMR_10036,2010,Cattle,709
AMR_10132,2010,Cattle,709
AMR_1018,2008,Cattle,709
AMR_10189,2010,Cattle,709
AMR_10217,2010,Cattle,709
AMR_10244,2010,Cattle,709
AMR_10249,2010,Cattle,709
AMR_10284,2010,Cattle,709
AMR_10335,2010,Cattle,709
AMR_10406,2010,Cattle,709
AMR_10484,2010,Cattle,709
AMR_1185,2008,Cattle,709
AMR_1194,2008,Cattle,709
AMR_1204,2008,Cattle,709
AMR_1249,2008,Cattle,709
AMR_1250,2008,Cattle,709
AMR_1279,2008,Cattle,709
AMR_1377,2008,Cattle,709
AMR_1426,2008,Cattle,709
AMR_146,2008,Cattle,709
AMR_1690,2008,Cattle,709
AMR_1743,2008,Cattle,709
AMR_1969,2008,Cattle,709
AMR_2056,2008,Cattle,709
AMR_2202,2008,Cattle,709
AMR_2229,2008,Cattle,709
AMR_2337,2008,Cattle,709
AMR_2479,2009,Cattle,709
AMR_2608,2009,Cattle,709
AMR_2618,2009,Cattle,709
AMR_2620,2009,Cattle,709
AMR_2771,2009,Cattle,709
AMR_2836,2009,Cattle,709
AMR_2849,2009,Cattle,709
AMR_2902,2009,Cattle,709
AMR_300,2008,Cattle,709
AMR_3035,2009,Cattle,709
AMR_3055,2009,Cattle,709
AMR_3076,2009,Cattle,709
AMR_3092,2009,Cattle,709
AMR_3124,2009,Cattle,709
AMR_3261,2009,Cattle,709
AMR_3271,2009,Cattle,709
AMR_3298,2009,Cattle,709
AMR_3308,2009,Cattle,709
AMR_3397,2009,Cattle,709
AMR_3417,2009,Cattle,709
AMR_3450,2009,Cattle,709
AMR_3460,2009,Cattle,709
AMR_3557,2009,Cattle,709
AMR_3745,2009,Cattle,709
AMR_3786,2009,Cattle,709
AMR_3793,2009,Cattle,709
AMR_3862,2009,Cattle,709
AMR_3967,2009,Cattle,709
AMR_3983,2009,Cattle,709
AMR_4016,2009,Cattle,709
AMR_4031,2009,Cattle,709
AMR_4034,2009,Cattle,709
AMR_4041,2009,Cattle,709
AMR_4122,2009,Cattle,709
AMR_4380,2009,Cattle,709
AMR_445,2008,Cattle,709
AMR_4493,2009,Cattle,709
AMR_4630,2009,Cattle,709
AMR_4788,2009,Cattle,709
AMR_4814,2009,Cattle,709
AMR_4828,2009,Cattle,709
AMR_4992,2009,Cattle,709
AMR_506,2008,Cattle,709
AMR_5192,2009,Cattle,709
AMR_5223,2009,Cattle,709
AMR_5234,2009,Cattle,709
